webrick,uses,ruby
syncevolution,uses,c++
blockly,uses,javascript
cubes,isA,Tool/Framework
lyceum,isA,Tool/Framework
wenlin software for learning chinese,isA,Tool/Framework
database,isA,Programming Concept
emacs,uses,lisp
doxygen,uses,c++
zotero,isA,Tool/Framework
nyquist,isA,Programming Language
fltk,uses,c++
apache accumulo,isA,Tool/Framework
swift,influences,programming paradigm
eas3,isA,Tool/Framework
tesseract,uses,c++
aws route,isA,Tool/Framework
sketch engine,isA,Tool/Framework
apfel,isA,Tool/Framework
ham radio deluxe,uses,c++
nanovm,uses,java
gensim,uses,python
lspci,uses,c
puremvc,uses,javascript
dock,isA,Tool/Framework
virtual cell,uses,java
easybeans,isA,Tool/Framework
robotfindskitten,uses,javascript
fireftp,uses,javascript
gecko,uses,javascript
meson,isA,Tool/Framework
iyouit,uses,python
samocad,uses,python
araucaria,uses,java
blackfire profiler,uses,go
dwsim,isA,Tool/Framework
network ups tools,uses,c
zeronet,uses,javascript
claire,isA,Programming Language
waterfox,uses,c
jitsi,isA,Tool/Framework
libreoffice,uses,java
greasemonkey,uses,css
aikuma,isA,Tool/Framework
mobilenotifier,uses,c
flyback,isA,Tool/Framework
apache mxnet,uses,java
kolab,uses,python
blackbox,uses,c++
sip,isA,Tool/Framework
apache chemistry,uses,python
udp unicorn,isA,Tool/Framework
tintin++,uses,c
metasploit project,uses,ruby
websphere smash,uses,java
ocs inventory,uses,perl
angularjs,isA,Tool/Framework
pgpfone,uses,c
steel,uses,java
biopython,uses,python
apache directory,uses,java
db2 database,uses,c
dasher,isA,Tool/Framework
net snmp,uses,c
pgpfone,uses,c++
tops 10,uses,apl
ganeti,uses,python
alef,isA,Programming Language
lisp,influences,metaprogramming
lightweight java game library,uses,java
bazel,isA,Tool/Framework
virtual pascal,isA,Tool/Framework
schooltool,isA,Tool/Framework
backdrop cms,isA,Tool/Framework
pp3,isA,Tool/Framework
prototype javascript framework,isA,Tool/Framework
neuron,uses,c
apache cocoon,uses,java
reactivex,uses,java
slidewiki,uses,javascript
apache empire db,uses,java
bioperl,isA,Tool/Framework
pungi,isA,Tool/Framework
hmmer,isA,Tool/Framework
hpx,uses,c++
blobby volley,uses,c++
microsoft automatic graph layout,uses,c sharp
pygtk,uses,python
code::blocks,isA,Tool/Framework
kernel mode driver framework,isA,Tool/Framework
webscarab,isA,Tool/Framework
din,uses,c++
grpc,uses,java
siesta,isA,Tool/Framework
krename,uses,c++
rubinius,isA,Tool/Framework
dat,uses,javascript
conference xp,isA,Tool/Framework
elliptics,uses,go
pychess,uses,python
ux,uses,c
fle3,isA,Tool/Framework
jmodelica.org,uses,java
concurrent,isA,Programming Concept
openntpd,isA,Tool/Framework
gpuopen,isA,Tool/Framework
arden2bytecode,isA,Tool/Framework
tigase,isA,Tool/Framework
pl/sql,isA,Programming Language
lejos,isA,Tool/Framework
zpaq,isA,Tool/Framework
michigan terminal system,uses,lisp
adobe character animator,uses,lua
qore,isA,Programming Language
edtftpj,isA,Tool/Framework
liblzg,uses,pascal
apache openoffice,isA,Tool/Framework
javascript infovis toolkit,isA,Tool/Framework
the master genealogist,isA,Tool/Framework
roundcube,uses,php
enchant,isA,Tool/Framework
quassel irc,uses,c++
pysynth,isA,Tool/Framework
cpplint,uses,python
scala,influences,programming paradigm
apache avro,uses,c
uswsusp,isA,Tool/Framework
covidsafe,isA,Tool/Framework
sage 300,uses,c
colectica,uses,c sharp
filzip,uses,delphi
sound juicer,uses,c
cucumber,isA,Tool/Framework
axiom,isA,Tool/Framework
mame,uses,c++
avida,uses,c++
mozilla thunderbird,uses,c
c++,uses,c
hue,uses,python
nagios,uses,c
sumatra pdf,uses,c++
mod qos,uses,c
qmmp,uses,c++
uml designer,isA,Tool/Framework
li3,isA,Tool/Framework
bmon,isA,Tool/Framework
ide,isA,Programming Concept
stegoshare,uses,java
bowtie,uses,c++
finch,isA,Tool/Framework
sajax,uses,python
openprocurement,isA,Tool/Framework
yii,uses,php
copasi,isA,Tool/Framework
webos,uses,c
modules,isA,Programming Concept
sipdroid,uses,c++
simgrid,uses,c++
testlink,uses,php
springmvc,isA,Tool/Framework
jedi,uses,c
pydio,isA,Tool/Framework
objectstore,uses,java
anti grain geometry,isA,Tool/Framework
mullvad,uses,c++
mapwindow gis,uses,c sharp
apache velocity,isA,Tool/Framework
form,uses,c
gnu radio,uses,c++
farstream,isA,Tool/Framework
reactivex,uses,c++
picospan,isA,Tool/Framework
wirecast,isA,Tool/Framework
fluff busting purity,uses,css
opensg,uses,c++
fast artificial neural network,uses,c
netscape portable runtime,uses,c
openarena,isA,Tool/Framework
puremvc,uses,perl
taiga,isA,Tool/Framework
openui5,uses,javascript
fraunhofer fdk aac,uses,c
iarchiver,isA,Tool/Framework
solid,uses,javascript
peer to peer,isA,Programming Concept
gpxe,uses,c
beonex communicator,isA,Tool/Framework
kfrlib,isA,Tool/Framework
cartodb,uses,javascript
javatest harness,isA,Tool/Framework
snes9x,uses,c++
grammatica,isA,Tool/Framework
jetty,isA,Tool/Framework
cdrdao,isA,Tool/Framework
miro,uses,python
xz utils,uses,c
node red,uses,javascript
scorched 3d,uses,c++
spinnaker,isA,Tool/Framework
whiley,influences,imperative programming
spyder,uses,python
stellar,uses,python
plasm,isA,Tool/Framework
jetpack,uses,html
factor,influences,functional programming
apache shiro,isA,Tool/Framework
udiwww,uses,c++
renjin,uses,r
ia writer,isA,Tool/Framework
pacemaker,isA,Tool/Framework
natural language generation,isA,Programming Concept
mutter,isA,Tool/Framework
chainsaw,isA,Tool/Framework
darcs,isA,Tool/Framework
dataplot,isA,Tool/Framework
trans proteomic pipeline,uses,perl
yesod,isA,Tool/Framework
flatbuffers,uses,c++
dartmouth time sharing system,uses,dynamo
circuitmaker,uses,c++
bcache,uses,c
ollydbg,uses,c
xdelta,isA,Tool/Framework
jasp,isA,Tool/Framework
proj,isA,Tool/Framework
astropy,isA,Tool/Framework
gnu core utilities,isA,Tool/Framework
haiku packageinstaller,uses,c++
mibbit,uses,javascript
listaller,isA,Tool/Framework
source,influences,functional programming
forklift,isA,Tool/Framework
slf4j,uses,java
mpxplay,isA,Tool/Framework
mediagoblin,isA,Tool/Framework
poedit,uses,c++
waf,isA,Tool/Framework
django cms,isA,Tool/Framework
react native,uses,c++
mayan,uses,python
cocoa,uses,c
instrument neutral distributed interface,isA,Tool/Framework
gpsbabel,isA,Tool/Framework
rtlinux,uses,c
kismet,uses,c++
sage 300,isA,Tool/Framework
edgex foundry,uses,c
leocad,isA,Tool/Framework
winamp,isA,Tool/Framework
dvdstyler,uses,c++
small c,uses,c
rasmol,uses,c
verge3d,isA,Tool/Framework
dbedit,isA,Tool/Framework
os4000,isA,Tool/Framework
stack,isA,Tool/Framework
qmmp,isA,Tool/Framework
tao framework,uses,c sharp
later object oriented,isA,Programming Concept
pipeline pilot,uses,c++
reaper,isA,Tool/Framework
u1db,uses,c
geotools,uses,java
phpldapadmin,isA,Tool/Framework
 design,isA,Programming Concept
icofx,isA,Tool/Framework
procdump,uses,c
rpl,influences,stack
pebl,isA,Tool/Framework
ecasound,uses,c++
udiwww,uses,c
intellij idea,uses,kotlin
os,isA,Tool/Framework
enigma,uses,c++
parser,influences,object oriented
faustino,uses,java
microsoft teams,isA,Tool/Framework
gnu octave,isA,Tool/Framework
project64,uses,c
pico,isA,Programming Language
g'mic,uses,c++
mason,isA,Tool/Framework
apache flink,uses,scala
mysms,uses,c sharp
dev c++,isA,Tool/Framework
magic,uses,c
opennebula,uses,c++
moea framework,isA,Tool/Framework
calibre,uses,python
apache axis,uses,java
vert.x,uses,java
loomio,uses,javascript
dillo,isA,Tool/Framework
node.js,uses,javascript
p.i.p.s.,isA,Tool/Framework
apache ofbiz,uses,javascript
binary file descriptor library,isA,Tool/Framework
casadi,isA,Tool/Framework
excalibur: morgana's revenge,uses,lua
o3d,isA,Tool/Framework
anuga hydro,isA,Tool/Framework
webmin,isA,Tool/Framework
openboard,isA,Tool/Framework
cdrtools,uses,c
openiked,uses,c
sound object library,uses,c++
intrexx,isA,Tool/Framework
libdvdcss,uses,c
chaplin.js,uses,javascript
musescore,isA,Tool/Framework
stack oriented programming,isA,Programming Concept
51 forth,isA,Tool/Framework
elmah,isA,Tool/Framework
maven,isA,Tool/Framework
speedfan,uses,delphi
brutos framework,uses,java
libxml2,uses,c
aphelion,uses,c sharp
ssh agent,isA,Tool/Framework
boxy svg,uses,javascript
ejabberd,uses,erlang
wakame vdc,uses,ruby
apache qpid,isA,Tool/Framework
openpam,isA,Tool/Framework
intlab,isA,Tool/Framework
lasso,influences,meta
preonvm,isA,Tool/Framework
apache apex,isA,Tool/Framework
openalpr,uses,java
sqlite,uses,c
gnu screen,uses,c
eye of gnome,isA,Tool/Framework
foundationdb,isA,Tool/Framework
fjölnir,isA,Programming Language
dracut,uses,c
aspect oriented programming,isA,Programming Concept
chapel,isA,Programming Language
elixir,isA,Programming Language
scsh,isA,Tool/Framework
autoconf,isA,Tool/Framework
nats messaging,isA,Tool/Framework
openmodelica,isA,Tool/Framework
dnanalytics,uses,c sharp
gnu gnubik,uses,c
cppcheck,isA,Tool/Framework
sp forth,isA,Tool/Framework
line mode browser,isA,Tool/Framework
zapier,uses,javascript
volatility,isA,Tool/Framework
pageplus,isA,Tool/Framework
logic,isA,Programming Concept
opensis,isA,Tool/Framework
openimageio,isA,Tool/Framework
sparkleshare,isA,Tool/Framework
sip,uses,c++
cocoa,uses,c++
zlib,isA,Tool/Framework
f spot,uses,c sharp
mayavi,uses,python
integration,isA,Programming Concept
smartmontools,isA,Tool/Framework
gnucash,uses,c++
moltenvk,uses,c
neural network intelligence,isA,Tool/Framework
therion,isA,Tool/Framework
migratable objects,isA,Programming Concept
lightgbm,uses,c
buck,uses,java
gnu classpath,uses,java
avida,uses,javascript
gnome boxes,uses,vala
network caller id,uses,c
embroidermodder,isA,Tool/Framework
sqlyog,uses,c++
heidisql,uses,delphi
clonezilla,uses,perl
webpositive,uses,c++
rpm package manager,uses,perl
freeon,uses,c
andreamosaic,isA,Tool/Framework
helib,uses,c++
gem5,uses,c++
data transfer project,isA,Tool/Framework
kde plasma 4,uses,c++
hp linux imaging and printing,isA,Tool/Framework
navit,isA,Tool/Framework
foliate,isA,Tool/Framework
empathy,uses,c
factor,isA,Programming Language
shumway,isA,Tool/Framework
ia writer,uses,c
veracrypt,isA,Tool/Framework
zxid,uses,java
adventure game studio,uses,c sharp
limbo,isA,Programming Language
ganttproject,uses,kotlin
gpops ii,isA,Tool/Framework
opencog,isA,Tool/Framework
bicom systems,isA,Tool/Framework
freelang dictionary,isA,Tool/Framework
drogon,isA,Tool/Framework
sidekiq,uses,ruby
mojoportal,uses,c sharp
mimedefang,isA,Tool/Framework
smartmontools,uses,c++
contentbox modular cms,isA,Tool/Framework
query language,isA,Programming Concept
macro,isA,Programming Concept
shrdlu,uses,lisp
samhain,uses,c
arachnophilia,uses,java
action language,isA,Programming Concept
openui5,isA,Tool/Framework
robot framework,isA,Tool/Framework
pagespinner,isA,Tool/Framework
caisis,isA,Tool/Framework
privacyidea,uses,python
gdk,isA,Tool/Framework
onepager pro,isA,Tool/Framework
leafpad,isA,Tool/Framework
sview,isA,Tool/Framework
iina,isA,Tool/Framework
db,uses,c
mad,influences,imperative programming
hyperrogue,uses,c++
litespeed web server,uses,c
customer account data engine,isA,Tool/Framework
structured object oriented,isA,Programming Concept
csmith,uses,perl
coin3d,uses,c++
ncftp,isA,Tool/Framework
dask,isA,Tool/Framework
xowa,isA,Tool/Framework
stepmania,uses,c++
 reasoning,isA,Programming Concept
quickcheck,isA,Tool/Framework
alice,influences,functional programming
infer.net,isA,Tool/Framework
ingenias,uses,java
survex,isA,Tool/Framework
avif,isA,Tool/Framework
firefox for android,uses,javascript
mynigma,isA,Tool/Framework
processing,isA,Programming Language
trans proteomic pipeline,isA,Tool/Framework
executor,uses,c
nepomuk,isA,Tool/Framework
spacewalk,uses,python
dtrace,isA,Tool/Framework
amphora,uses,perl
webrick,isA,Tool/Framework
cdex,isA,Tool/Framework
psi,uses,c++
berkeley open infrastructure for network computing,uses,kotlin
skia graphics engine,uses,c++
apache flume,isA,Tool/Framework
nettle,isA,Tool/Framework
openbazaar,isA,Tool/Framework
nova,uses,c
bliss,isA,Programming Language
translate toolkit,isA,Tool/Framework
datanucleus,isA,Tool/Framework
dart,influences,reflective programming
dropship,uses,python
ecryptfs,uses,c
dokuwiki,uses,php
popfile,isA,Tool/Framework
what if software,isA,Tool/Framework
blender,uses,c++
recordmydesktop,uses,c
calendar and contacts server,isA,Tool/Framework
climate watch,isA,Tool/Framework
bbc sounds,uses,scala
visual studio code,uses,html
solid,isA,Tool/Framework
yudit,isA,Tool/Framework
libraw,isA,Tool/Framework
sage business cloud,uses,c sharp
ngrep,isA,Tool/Framework
impress remote,uses,java
gold box,uses,c
selenium,uses,c sharp
gearman,uses,c++
q chem,isA,Tool/Framework
apache tuscany,uses,c++
git annex,uses,haskell
jasp,uses,r
wiki.js,isA,Tool/Framework
secure scuttlebutt,isA,Tool/Framework
reaper,uses,c++
dapr,isA,Tool/Framework
mflow,uses,c sharp
foliate,uses,javascript
orangefs,uses,c
apache fop,isA,Tool/Framework
ruby,influences,reflective programming
osmand,uses,java
foundationdb,uses,c
dokan library,uses,c++
dillo,uses,c++
open semantic framework,isA,Tool/Framework
kitabu,isA,Tool/Framework
bigtable,uses,c++
galeon,isA,Tool/Framework
vert.x,uses,ruby
terraform,uses,go
jad,isA,Tool/Framework
computer vision annotation tool,uses,css
spacemacs,isA,Tool/Framework
kseg,uses,c++
nant,isA,Tool/Framework
xsupplicant,uses,c++
grafana,isA,Tool/Framework
bioperl,uses,perl
analytica,uses,c++
wget,isA,Tool/Framework
freej,uses,c++
stapl,isA,Tool/Framework
cadabra,isA,Tool/Framework
opengrok,isA,Tool/Framework
hrhis,uses,php
handbrake,isA,Tool/Framework
dropbox,uses,python
little snitch,isA,Tool/Framework
colectica,uses,java
uploadftp,isA,Tool/Framework
tulip,uses,c++
monitorix,uses,perl
gosling emacs,isA,Tool/Framework
apache jmeter,uses,java
kross,uses,c++
vert.x,uses,scala
microsoft detours,isA,Tool/Framework
magmafs,isA,Tool/Framework
vala,influences,object oriented programming
revision control system,isA,Tool/Framework
padre,isA,Tool/Framework
warzone 2100,isA,Tool/Framework
project unreality,uses,c
review board,uses,python
vim,uses,c
redis,isA,Tool/Framework
offlineimap,isA,Tool/Framework
eclipse metro,isA,Tool/Framework
languagetool,uses,java
rzip,uses,c
turbo vision,uses,pascal
gadfly,uses,python
jdownloader,uses,java
remote component environment,isA,Tool/Framework
otrs,uses,javascript
open power template,uses,php
txl,influences,pattern matching
amsterdam compiler kit,isA,Tool/Framework
openms,isA,Tool/Framework
sjeng,isA,Tool/Framework
impulse tracker,isA,Tool/Framework
exp4j,uses,java
objectstore,uses,c++
pymol,uses,c
kiwi,uses,python
spip,isA,Tool/Framework
ipconfig,isA,Tool/Framework
agent based model,isA,Programming Concept
mumps,isA,Tool/Framework
quake army knife,uses,delphi
tixati,uses,c++
apache nifi,isA,Tool/Framework
circuitmaker,isA,Tool/Framework
swarm,uses,java
opera mini,isA,Tool/Framework
shared source common language infrastructure,uses,c
doom engine,uses,c
collective knowledge,isA,Tool/Framework
secure scuttlebutt,uses,javascript
version control,isA,Programming Concept
oxygen xml editor,uses,java
agavi,uses,php
neural designer,uses,c++
peertube,uses,sql
deepspeed,isA,Tool/Framework
nu,influences,functional programming
downthemall!,uses,javascript
amigaos 4,uses,pascal
eclipse buckminster,isA,Tool/Framework
dpkg,uses,c
guayadeque music player,uses,c++
golly,uses,c++
drosera,isA,Tool/Framework
fresh memory,uses,c++
forth,isA,Programming Language
jedi,isA,Tool/Framework
jexcel,isA,Tool/Framework
supertuxkart,uses,c++
sndio,isA,Tool/Framework
vpython,uses,python
spring roo,uses,java
portage,isA,Tool/Framework
sam,isA,Tool/Framework
yesod,uses,haskell
macs3,isA,Tool/Framework
python,influences,structured
apache ibatis,isA,Tool/Framework
probis,uses,c++
orc,influences,concurrent computing
systat,isA,Tool/Framework
quadpack,isA,Tool/Framework
interactive disassembler,isA,Tool/Framework
gödel,isA,Programming Language
sunvox,uses,c++
devpartner,uses,java
gnome,uses,c
network caller id,uses,tcl
spring framework,uses,java
lwip,isA,Tool/Framework
squirrel,influences,functional programming
openmdx,isA,Tool/Framework
yasara,isA,Tool/Framework
firebird,isA,Tool/Framework
source code control system,isA,Tool/Framework
eggdrop,uses,c
karate,uses,java
pearpc,uses,c++
jxl,uses,java
contenttools,isA,Tool/Framework
logical volume manager,uses,c
emule,uses,c++
pmb,uses,php
wavelab,uses,c++
rapidsms,isA,Tool/Framework
adacontrol,isA,Tool/Framework
ude,uses,c
mnesia,uses,erlang
eclipse neoscada,isA,Tool/Framework
software testing automation framework,uses,c++
traction teampage,isA,Tool/Framework
mediawiki,uses,php
unbound,isA,Tool/Framework
enlight cloud,isA,Tool/Framework
jssip,isA,Tool/Framework
vdpau,uses,c
niwa cloud application platform,uses,perl
panda3d,uses,python
subtile,uses,javascript
binary ninja,uses,c
crypton,uses,javascript
xdebug,uses,c
sunflow,isA,Tool/Framework
mausezahn,isA,Tool/Framework
studierfenster,isA,Tool/Framework
openfire,uses,java
cryengine,uses,c++
ctpp,uses,c++
turing,influences,concurrent computing
lasso,influences,structured object oriented
amarok,isA,Tool/Framework
flask,isA,Tool/Framework
spark,uses,java
pax,isA,Tool/Framework
oz,influences,distributed computing
naviserver,uses,c
rdf4j,uses,java
plymouth,isA,Tool/Framework
strigi,uses,c++
torrentpier,isA,Tool/Framework
openprocurement,uses,python
kanban,isA,Tool/Framework
avant window navigator,uses,python
xtreemfs,uses,java
harbour,influences,object oriented programming
sim.js,isA,Tool/Framework
pbxnsip,uses,c++
objectdb,isA,Tool/Framework
quicktime,uses,c
cannon.js,uses,javascript
birt project,uses,java
adept,isA,Tool/Framework
apache ivy,isA,Tool/Framework
heliumv,uses,java
launchd,isA,Tool/Framework
newspeak,isA,Programming Language
shimmercat,isA,Tool/Framework
buildroot,uses,c
grunt,uses,javascript
bugsxla,isA,Tool/Framework
matlab,influences,array programming
ultraesb,uses,java
score,isA,Tool/Framework
websphere smash,isA,Tool/Framework
slapt get,isA,Tool/Framework
eclipse neoscada,uses,java
batoo jpa,uses,java
irony,uses,c sharp
travian,uses,php
openscad,isA,Tool/Framework
roadrunner,isA,Tool/Framework
f droid,isA,Tool/Framework
mp3tag,uses,c++
linuxmce,uses,c++
refinery cms,uses,ruby
azure cloud service,isA,Tool/Framework
spagic,isA,Tool/Framework
lutris,isA,Tool/Framework
kaffe,uses,java
camunda,uses,java
jd decompiler,isA,Tool/Framework
apache nutch,isA,Tool/Framework
otrs,isA,Tool/Framework
gargoyle,uses,javascript
mediahuman audio converter,isA,Tool/Framework
libfixmath,isA,Tool/Framework
freelan,uses,c++
gtk,uses,css
techwriter,isA,Tool/Framework
pcb rnd,isA,Tool/Framework
tropy,uses,javascript
frhed,uses,c++
goldsrc,isA,Tool/Framework
puma.net,isA,Tool/Framework
swellrt,uses,javascript
elan,influences,?
ciao,influences,functional programming
apache axis2,isA,Tool/Framework
aseprite,isA,Tool/Framework
sound object library,isA,Tool/Framework
remmina,uses,c
blend4web,isA,Tool/Framework
owncloud,isA,Tool/Framework
baudline,isA,Tool/Framework
hrs computing,uses,c++
flyway,uses,java
easybcd,uses,c sharp
gnu data language,uses,c++
neos flow,uses,php
fudforum,isA,Tool/Framework
ganglia,uses,php
clip os,uses,c
rclone,uses,go
microsoft songsmith,uses,c sharp
structured stack machine,isA,Programming Concept
tachyon,uses,c
glade interface designer,uses,c
geogebra,uses,html5
openpdf,uses,java
pyspread,uses,python
fasttracker 2,isA,Tool/Framework
rainway,uses,dart
gnome software,isA,Tool/Framework
raspcontrol,uses,php
amdgpu,isA,Tool/Framework
internetnews,uses,c
flix,isA,Programming Language
kid3,uses,c++
fcron,isA,Tool/Framework
rudder,isA,Tool/Framework
yasca,isA,Tool/Framework
red moon,uses,kotlin
oz,influences,concurrent computing
rainway,uses,javascript
elan,isA,Programming Language
gerris,uses,c
toybox,isA,Tool/Framework
paraview,isA,Tool/Framework
vuejs,isA,Tool/Framework
geekbench,isA,Tool/Framework
sawfish,isA,Tool/Framework
parallel programming model,isA,Programming Concept
pcem,uses,c
re mix,isA,Tool/Framework
squirrel,isA,Programming Language
compiz,uses,python
ultrix window manager,isA,Tool/Framework
google app runtime for chrome,uses,c++
batavi,isA,Tool/Framework
haiku applications,uses,c
greenshot,uses,c sharp
jboss enterprise application platform,isA,Tool/Framework
wordpress,isA,Tool/Framework
kexi,isA,Tool/Framework
unity,isA,Tool/Framework
dancer,uses,perl
farstream,uses,c
speed dreams,uses,c
primefaces,isA,Tool/Framework
scintilla,uses,c++
phprojekt,uses,php
chebfun,uses,matlab
hamilton c shell,isA,Tool/Framework
gnote,uses,c++
algol 68c,isA,Tool/Framework
nusmv,isA,Tool/Framework
luminance hdr,isA,Tool/Framework
sql database studio,isA,Tool/Framework
opendronemap,uses,python
xunit.net,isA,Tool/Framework
jamroom,isA,Tool/Framework
orwell,influences,functional programming
hypercard,isA,Tool/Framework
cryptomatte,uses,lua
jmule,uses,java
wolfram mathematica,isA,Tool/Framework
final cut pro x,isA,Tool/Framework
codelite,isA,Tool/Framework
svn notifier,uses,c sharp
?,isA,Programming Concept
potterswheel,uses,c
chkdsk,isA,Tool/Framework
mixminion,isA,Tool/Framework
jasmine,uses,javascript
bonnie++,uses,c++
openmrs,uses,java
profanity,uses,c
jnaerator,isA,Tool/Framework
cdnjs,uses,javascript
vice,uses,c
shared source common language infrastructure,uses,javascript
dartmouth time sharing system,uses,apl
apache sling,isA,Tool/Framework
codemonkey,uses,javascript
network security toolkit,uses,php
attic,uses,python
spring framework,isA,Tool/Framework
ruby version manager,uses,ruby
tab mix plus,isA,Tool/Framework
simpleitk,uses,c++
packet sender,isA,Tool/Framework
lasso,influences,reflective
openbts,isA,Tool/Framework
microsoft sql server,isA,Tool/Framework
crystal,influences,concurrent computing
apache mxnet,isA,Tool/Framework
libtiff,isA,Tool/Framework
is4c,isA,Tool/Framework
genealone,isA,Tool/Framework
freearc,isA,Tool/Framework
wayland,uses,c
rubymotion,uses,c++
firebug,uses,css
big data,isA,Programming Concept
unreal engine,isA,Tool/Framework
mpv,uses,lua
winamp,uses,c++
framework,isA,Tool/Framework
gforge,uses,php
tagsistant,uses,c
dynamic languages toolkit,isA,Tool/Framework
mongoose,uses,c
gnu arch,uses,c
xwax,uses,c
id tech 5,uses,python
pango,uses,c
charm,isA,Programming Language
reactivex,isA,Tool/Framework
harmor,uses,delphi
opensees,uses,c++
389 directory server,uses,perl
komodo ide,uses,c++
wavepad audio editor,uses,c++
sweble,isA,Tool/Framework
end user development,isA,Programming Concept
id tech 7,uses,c++
rdflib,uses,python
openvas,isA,Tool/Framework
embedded wizard,isA,Tool/Framework
firefox 2,uses,javascript
lisp,isA,Programming Language
live555,isA,Tool/Framework
scream tracker,uses,c
schoonschip,isA,Tool/Framework
quarkus,uses,java
cliqz,uses,c
joy,influences,programming paradigm
scalasca,uses,c++
rietveld,uses,python
loomio,isA,Tool/Framework
tcl,influences,event driven programming
ciao,influences,object oriented programming
torch,uses,c++
id tech 3,isA,Tool/Framework
juk,isA,Tool/Framework
ti dnos,uses,pascal
clean code,isA,Programming Concept
jwt,uses,java
lighttpd,uses,c
xulrunner,uses,javascript
jvx,uses,java
apache cordova,uses,c++
porn time,uses,css
tnfox,uses,c++
cloud foundry,isA,Tool/Framework
dynamic language runtime,isA,Tool/Framework
vice,isA,Tool/Framework
flexsim,isA,Tool/Framework
buildout,isA,Tool/Framework
krl,isA,Programming Language
hpcc,isA,Tool/Framework
inspectit,isA,Tool/Framework
gnu mailman,isA,Tool/Framework
gnu fortran,isA,Tool/Framework
completely fair scheduler,isA,Tool/Framework
dolittle,influences,object oriented programming
cdburnerxp,isA,Tool/Framework
segreg,isA,Tool/Framework
babel,isA,Tool/Framework
phorum,uses,php
netexpert,isA,Tool/Framework
wildfly,isA,Tool/Framework
ajax animator,isA,Tool/Framework
nosqlz,isA,Tool/Framework
javac,uses,java
xgboost,isA,Tool/Framework
websphere portal,isA,Tool/Framework
postgres,isA,Tool/Framework
texlab,uses,c++
presto,uses,c++
lwip,uses,c
.net,uses,c++
quuxplayer,isA,Tool/Framework
glx,uses,c
prtg network monitor,isA,Tool/Framework
cucumber,uses,ruby
sqlobject,uses,python
vine toolkit,uses,java
pdf.js,uses,javascript
reprise license manager,uses,c
artworks,uses,c
apache airavata,uses,java
jdbc,isA,Tool/Framework
internet low bitrate codec,uses,c
mingw,uses,c
microsoft sql server,uses,c
gollum browser,isA,Tool/Framework
go oo,uses,c++
apache qpid,uses,perl
plymouth,uses,c
xunit.net,uses,c sharp
jcreator,isA,Tool/Framework
389 directory server,uses,java
microsoft azure,isA,Tool/Framework
sproutcore,uses,ruby
heuristiclab,uses,c sharp
geogebra,isA,Tool/Framework
paint tool sai,uses,c++
percona server for mysql,uses,c++
nuclino,isA,Tool/Framework
perl,influences,imperative
miranda,isA,Programming Language
algol 68 r,isA,Tool/Framework
lz4,uses,c
mindquarry,uses,java
ucsd pascal,isA,Tool/Framework
skim,isA,Tool/Framework
audiokinetic wwise,isA,Tool/Framework
ambient,uses,c
kwallet,uses,c++
breezy,isA,Tool/Framework
pan,isA,Programming Language
protocol buffers,uses,c sharp
minicom,uses,c
salamweb,uses,c++
qmake,uses,c++
parasail,influences,structured programming
rasmol,isA,Tool/Framework
bitpit,isA,Tool/Framework
backup,isA,Programming Concept
panda3d,uses,c++
forth,influences,reflective programming
mongodb,uses,c++
panos,uses,pascal
peopletools,uses,c++
orion live ink,isA,Tool/Framework
apache ambari,isA,Tool/Framework
websphere,isA,Tool/Framework
typset and runoff,isA,Tool/Framework
urbansim,isA,Tool/Framework
seeks,isA,Tool/Framework
vlc media player,uses,c++
just another gibbs sampler,isA,Tool/Framework
libzip,uses,c
xed,uses,c
kpackage,isA,Tool/Framework
svnbridge,uses,c sharp
automation tests,isA,Programming Concept
clam antivirus,uses,c++
singular,uses,c
info,isA,Tool/Framework
mpir,uses,c
cacti,isA,Tool/Framework
unit tests,isA,Programming Concept
libvncserver,isA,Tool/Framework
hsqldb,uses,java
terradata,isA,Tool/Framework
magnolia,uses,java
shinken,uses,python
joyce,isA,Programming Language
f*,influences,functional programming
source,influences,procedural programming
flightgear,uses,c
b.a.t.m.a.n.,uses,c
processwire,uses,php
epigram,isA,Programming Language
sproutcore,uses,javascript
gmx multi messenger,isA,Tool/Framework
luciddb,uses,java
dropbox,uses,rust
dokuwiki,isA,Tool/Framework
ethtool,isA,Tool/Framework
turbogears,isA,Tool/Framework
bugzilla,uses,perl
zeromq,isA,Tool/Framework
u prove,isA,Tool/Framework
ironpython,isA,Tool/Framework
vkernel,isA,Tool/Framework
gnunet,uses,c
digital scrapbook artist,isA,Tool/Framework
concurrent object oriented programming,isA,Programming Concept
adobe dreamweaver,uses,c++
netscape mail & newsgroups,uses,c
cppcms,isA,Tool/Framework
write!,isA,Tool/Framework
grpc,isA,Tool/Framework
xbill,isA,Tool/Framework
su2 code,isA,Tool/Framework
react native,uses,python
semantic mediawiki,uses,php
elastic search,isA,Tool/Framework
lightgbm,uses,c++
jssip,uses,javascript
salamweb,uses,javascript
onlinehpc,uses,java
clip studio paint,isA,Tool/Framework
xulrunner,isA,Tool/Framework
jakarta servlet,isA,Tool/Framework
turbocash,uses,delphi
apache ctakes,uses,scala
apache drill,isA,Tool/Framework
apache phoenix,uses,sql
opera,uses,c++
moses,isA,Tool/Framework
oz,influences,imperative programming
scrot,uses,c
onlinehpc,isA,Tool/Framework
